date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170609,3.6,3.91,43.9825,22.2,61,14.4,1.5,130,5,5,54.42425
20170609,1.43,4.39,44.3675,20,73,15,0,0,0,0,105.697425
20170609,1.42,3.94,44.455,18.9,81,15.6,1.5,140,0,0,13.3481
20170609,1.43,3.7,44.435,18.9,73,13.9,1.5,140,0,0,54.2893
20170609,1.43,3.62,44.4775,18.3,73,13.3,1.5,210,0,0,64.628825
20170610,1.43,4.52,44.4975,18.3,76,13.9,2.6,180,0,0,96.9206125
20170610,2.93,4.26,44.52,17.8,75,13.3,1.5,200,0,0,60.8843875
20170610,1.42,3.7,44.51,16.7,80,13.3,0,0,0,0,36.2021375
20170610,1.43,3.67,44.4975,16.1,87,13.9,0,0,0,0,39.47075
20170610,1.69,3.83,44.495,15.6,90,13.9,0,0,0,0,8.498675
20170610,1.57,4.55,44.505,15,90,13.3,1.5,140,24,229,56.2515875
20170610,1.42,3.84,44.48,19.4,81,16.1,0,0,52,580,47.7798
20170610,1.82,3.28,44.4925,23.9,60,15.6,0,0,82,712,103.686175
20170610,1.47,3.19,44.4575,27.2,45,14.4,1.5,320,110,731,43.9478375
20170610,2.48,3.3,44.355,28.3,40,13.3,1.5,180,111,806,41.5168875
20170610,1.82,3.37,44.2925,29.4,36,12.8,2.6,180,179,818,79.4561625
20170610,1.65,3.94,44.2925,30,33,12.2,2.1,190,212,751,59.64055
20170610,2.16,4.51,44.6025,30,31,11.1,2.1,120,194,725,54.1375
20170610,1.76,3.8,44.1825,30.6,32,12.2,2.6,280,192,794,9.952675
20170610,1.45,3.67,44.4275,30.6,32,12.2,2.6,270,214,707,94.8437625
20170610,1.42,3.81,44.1025,30.6,34,12.8,4.6,240,162,685,30.0061625
20170610,1.42,5.35,44.3175,30,31,11.1,2.6,260,216,275,159.4579375
20170610,2.61,5.66,44.095,29.4,34,11.7,4.1,250,96,511,151.3123875
20170610,2.28,5.16,44.0725,28.3,36,11.7,2.6,300,71,221,142.6336375
20170610,1.46,4.49,44.1675,22.8,61,15,1.5,140,6,23,111.7215625
20170610,1.42,4.01,44.36,21.7,66,15,1.5,140,0,0,86.056575
20170610,1.42,4.61,44.28,20,78,16.1,2.1,140,0,0,21.4184375
20170610,1.43,3.66,44.1925,20.6,65,13.9,4.1,180,0,0,48.459325
20170610,2.31,3.66,44.085,21.1,66,14.4,4.6,190,0,0,14.19805
20170611,2.19,4.4,44.1625,20,73,15,3.6,200,0,0,65.3902
20170611,2.77,4.24,44.185,19.4,79,15.6,3.1,200,0,0,81.958575
20170611,1.82,3.65,44.2725,18.9,84,16.1,4.1,220,0,0,70.734275
20170611,1.81,4,44.3275,18.3,87,16.1,3.1,210,0,0,25.4399375
20170611,1.92,4.51,44.12,17.2,93,16.1,2.1,210,0,0,37.1154
20170611,1.43,4.07,44.2725,18.3,90,16.7,3.6,220,36,45,19.2129125
20170611,1.42,3.7,44.3625,19.4,87,17.2,3.1,220,109,165,29.26695
20170611,1.43,3.88,44.385,22.2,73,17.2,4.1,220,128,234,36.4329875
20170611,1.42,4.57,44.3925,25,62,17.2,3.6,210,242,428,43.898625
20170611,2.59,3.97,44.375,26.7,58,17.8,4.1,230,300,252,32.293975
20170611,1.42,3.68,44.5425,28.9,51,17.8,4.6,260,339,477,74.6721625
20170611,1.42,3.98,44.36,28.3,49,16.7,5.2,240,335,505,53.97335
20170611,2.83,4.59,44.24,28.9,49,17.2,4.1,250,610,161,50.9382
20170611,2.33,3.91,44.3325,30.6,39,15,3.1,240,385,523,50.319875
20170611,1.72,3.78,44.2025,30,39,14.4,5.2,240,194,693,86.0527
20170611,1.5,5,44.03,29.4,40,14.4,5.7,230,241,318,164.7307
20170611,2.32,4.4,44.0425,28.9,41,14.4,3.1,210,162,173,155.8646875
20170611,1.56,6.92,43.9625,28.3,44,15,4.6,230,209,199,168.7398375
20170611,2.64,4.96,44.17,26.7,47,14.4,3.1,220,45,0,167.672525
20170611,1.94,4.91,44.2,25.6,54,15.6,2.6,180,4,0,115.739175
20170611,1.45,4.19,44.2025,23.9,60,15.6,2.6,200,0,0,45.6966875
20170611,1.54,4.5,44.165,23.9,60,15.6,2.6,190,0,0,30.5984625
20170611,1.42,3.73,44.2625,23.3,62,15.6,4.6,180,0,0,52.53895
20170611,1.42,3.63,44.2975,23.9,64,16.7,5.2,210,0,0,10.600225
20170612,1.95,4.17,44.31,22.8,71,17.2,4.1,210,0,0,59.397
20170612,2.68,4.41,44.2475,22.8,71,17.2,5.2,220,0,0,38.705475
20170612,2.29,3.61,44.1925,21.7,79,17.8,4.6,210,0,0,65.8372375
20170612,1.82,3.68,44.2375,21.7,79,17.8,4.1,230,0,0,65.781725
20170612,3.68,4.64,44.2375,20.6,87,18.3,3.1,210,0,0,86.512975
20170612,3.57,9.21,44.19,20.6,90,18.9,3.1,180,24,0,380.97875
20170612,8.9,14.41,44.0325,21.1,87,18.9,3.6,230,81,0,535.398275
20170612,13.34,11.09,43.9275,21.7,84,18.9,3.6,230,171,0,406.3455125
20170612,14.93,14.35,44.055,22.8,79,18.9,5.2,260,229,0,476.6675875
20170612,15.37,15.16,44.1075,22.2,87,20,4.6,240,232,0,507.9201
20170612,15.68,12.85,44.1625,23.3,82,20,4.1,240,272,0,539.67985
20170612,14.41,15.92,43.9325,24.4,74,19.4,5.2,230,295,0,548.8198875
20170612,13.78,9.65,44.15,26.1,67,19.4,4.6,240,299,0,579.2111625
20170612,14.68,12.67,44.1675,27.2,61,18.9,5.7,230,501,132,592.0702375
20170612,14.68,12.61,44.065,28.3,61,20,8.2,240,375,134,618.160125
20170612,14.91,11.65,43.93,28.3,59,19.4,6.2,250,323,127,632.678875
20170612,13.6,13.21,44.02,28.3,57,18.9,6.7,250,269,219,659.688275
20170612,11.3,11.2,44.02,27.8,60,19.4,6.2,250,149,208,591.960325
20170612,8.36,9.25,44.155,26.7,67,20,4.1,250,75,30,425.2375125
20170612,4.82,0.35,44.1975,24.4,76,20,2.6,220,6,0,15.7281
20170612,1.72,0.35,44.325,23.9,76,19.4,2.1,220,0,0,19.901925
20170612,0.81,0.36,44.3125,22.8,81,19.4,2.6,220,0,0,3.6741
20170612,1.06,0.35,44.25,22.2,84,19.4,2.6,230,0,0,30.088625
20170612,1.22,0.35,44.345,21.7,90,20,3.1,220,0,0,0.2422
20170613,1.89,0.36,44.3825,21.1,93,20,3.1,240,0,0,37.71925
20170613,1.46,0.35,44.4225,20.6,93,19.4,2.6,250,0,0,40.760925
20170613,1.21,0.36,44.4075,21.1,93,20,2.6,280,0,0,24.31065
20170613,0.97,0.36,44.4625,20,93,18.9,1.5,260,0,0,32.6249
20170613,0.87,0.68,44.3775,20.6,93,19.4,2.1,280,0,0,78.3200875
20170613,5.54,5.9,44.1675,19.4,97,18.9,1.5,300,39,14,387.49195
20170613,9.7,10.26,43.9725,22.8,79,18.9,2.6,350,91,266,460.7894625
20170613,13.65,11.48,43.3325,25,71,19.4,3.1,360,147,276,363.1591125
20170613,14.79,9.71,43.1325,26.7,60,18.3,6.2,30,250,490,471.8656
20170613,15.48,8.11,43.105,27.8,53,17.2,4.1,20,277,543,472.292425
20170613,15.92,11.46,42.4975,28.9,49,17.2,3.6,20,234,684,455.58995
20170613,16.26,13.82,42.35,29.4,46,16.7,3.1,40,319,607,460.7661125
20170613,15.73,9.36,41.8775,30.6,43,16.7,3.1,320,332,620,544.5353
20170613,15.52,9.04,41.5925,30,42,15.6,0,0,321,678,525.29085
20170613,16.31,11.09,41.5,31.1,42,16.7,1.5,300,277,651,590.5495875
20170613,15.73,10.86,41.805,32.2,40,16.7,1.5,330,280,171,570.816225
20170613,14.62,12.02,41.77,30.6,45,17.2,2.1,150,177,324,624.6567125
20170613,12.79,11.74,41.295,30,46,17.2,1.5,110,112,311,508.1115375
20170613,8.67,10.06,40.87,27.8,56,18.3,1.5,140,62,141,258.449975
20170613,3.1,0.35,41.275,26.1,65,18.9,2.1,130,6,1,0.073375
20170613,0.88,0.35,41.4825,25,66,18.3,2.1,140,0,0,24.726125
20170613,0.89,0.36,41.775,24.4,71,18.9,2.1,100,0,0,49.02775
20170613,1.34,0.35,41.6975,23.9,74,18.9,1.5,130,0,0,43.8535125
20170613,0.98,0.35,41.2625,22.8,79,18.9,3.1,180,0,0,2.994725
20170614,0.89,0.36,41.9875,22.2,84,19.4,2.1,200,0,0,1.1007875
20170614,1.62,0.35,41.7025,20.6,93,19.4,2.1,120,0,0,50.57135
20170614,0.89,0.36,41.5875,20.6,93,19.4,2.1,130,0,0,27.6096125
20170614,0.89,0.35,41.7525,20,96,19.4,2.1,130,0,0,25.2436
20170614,1.28,0.6,41.6525,21.1,97,20.6,1.5,140,0,0,95.853425
20170614,3.94,5.42,41.48,21.1,97,20.6,2.1,10,13,0,295.79805
20170614,9.06,9.82,41.3875,21.7,96,21.1,0,0,44,0,327.78955
20170614,13.46,10.21,41.4075,22.2,97,21.7,2.1,200,87,0,314.030025
20170614,15.13,7.41,41.4925,24.4,85,21.7,1.5,170,153,0,365.9431875
20170614,16.01,10.35,41.3625,27.2,74,22.2,2.1,210,376,167,421.7830375
20170614,16.69,8.89,41.515,27.8,74,22.8,3.1,160,480,186,395.7492125
20170614,15.92,10.73,41.7025,29.4,65,22.2,2.1,190,264,575,391.789575
20170614,16.11,9.41,41.62,30.6,59,21.7,2.1,240,274,569,465.06415
20170614,16.87,8.38,41.6425,31.7,52,20.6,2.6,250,202,272,381.00335
20170614,16.51,9.48,41.61,31.7,54,21.1,1.5,180,251,617,488.3294125
20170614,16.41,11.79,41.905,30.6,59,21.7,2.6,110,203,600,510.8081
20170614,14.44,10.32,42.4125,28.9,63,21.1,4.1,150,263,173,449.875
20170614,12.98,10.61,43.25,28.9,61,20.6,3.6,160,139,133,446.5759875
20170614,7.65,8.82,42.93,28.3,63,20.6,0,0,53,46,248.29785
20170614,5.6,0.36,43.2925,25.6,74,20.6,1.5,180,5,11,8.21895
20170614,0.81,0.35,43.21,25.6,76,21.1,2.6,210,0,0,1.039575
20170614,0.81,0.36,43.3875,23.9,84,21.1,3.1,200,0,0,15.74355
20170614,0.81,0.35,43.27,23.3,85,20.6,4.1,200,0,0,27.2791125
20170614,1.2,0.35,43.44,22.8,84,20,2.6,200,0,0,5.2217875
20170615,0.88,0.35,43.2175,21.7,90,20,3.6,200,0,0,31.4749
20170615,1.91,0.36,43.38,21.1,93,20,3.6,200,0,0,5.227025
20170615,0.82,0.35,43.485,20.6,96,20,2.6,220,0,0,27.7411625
20170615,0.8,0.36,43.5975,20,96,19.4,2.6,220,0,0,24.2624
20170615,0.94,0.67,43.3925,20,96,19.4,2.6,250,0,0,43.41645
20170615,3.57,5.64,43.14,20.6,100,20.6,4.1,220,16,0,307.0280625
20170615,9.43,9.72,42.9575,20.6,100,20.6,2.6,220,53,0,379.4957
20170615,13.29,9.74,42.9725,23.3,85,20.6,5.2,220,159,84,381.0008125
20170615,14.35,9.19,43.2525,24.4,79,20.6,3.6,240,258,422,470.1808
20170615,15.06,13.22,42.9575,25.6,76,21.1,4.1,240,292,448,412.9160625
20170615,13.3,14.05,42.695,26.7,71,21.1,5.2,220,285,609,447.574375
20170615,14.66,11.17,42.2225,28.3,63,20.6,5.2,220,354,568,503.2299
20170615,13.89,10.19,42.3375,29.4,59,20.6,4.6,240,316,601,461.9718625
20170615,15.29,10.82,42.635,30.6,53,20,4.6,220,315,572,516.2065875
20170615,15.29,11.21,42.4775,31.1,54,20.6,5.2,180,290,604,577.22465
20170615,15.02,10.31,42.4775,31.7,50,20,4.6,180,269,489,580.3725
20170615,14.27,10.16,43.82,31.1,52,20,5.2,230,202,405,584.39355
20170615,12.77,10.61,41.5075,30.6,55,20.6,4.6,200,143,171,510.2223375
20170615,8.72,12.28,41.9825,28.3,65,21.1,3.1,200,71,12,332.8019625
20170615,4.14,0.36,42.915,26.7,71,21.1,3.1,210,6,0,25.0099
20170615,1.68,0.35,43.3425,26.1,74,21.1,3.1,210,0,0,39.4515
20170615,0.87,0.35,43.6,25.6,76,21.1,2.6,200,0,0,10.7208625
20170615,0.86,0.35,43.2225,25,79,21.1,2.6,220,0,0,55.46025
20170615,1.31,0.35,43.36,23.9,88,21.7,2.6,220,0,0,20.2055
20170616,1.25,0.35,43.44,23.3,91,21.7,3.6,230,0,0,0
20170616,2.2,0.36,43.36,22.8,94,21.7,2.6,190,0,0,50.0744375
20170616,1.26,0.35,43.265,22.2,97,21.7,2.1,210,0,0,25.926075
20170616,1.23,0.35,43.3725,22.2,100,22.2,2.6,210,0,0,42.16575
20170616,1.25,0.68,43.34,22.2,97,21.7,2.6,220,0,0,66.38165
20170616,2.77,5.27,43.215,22.2,100,22.2,3.1,210,29,34,360.404375
20170616,7.65,9.59,43.0925,23.9,94,22.8,2.6,240,48,166,401.7873
20170616,11.49,10.55,42.2,26.1,82,22.8,3.1,250,83,623,342.5543125
20170616,13.07,11.53,41.855,27.8,77,23.3,3.1,250,92,758,382.8656625
20170616,13.7,8,41.7225,30,65,22.8,2.1,240,113,838,404.3700625
20170616,14.57,7.94,41.805,31.1,57,21.7,2.1,230,123,858,410.3510625
20170616,14.39,8.35,41.5925,32.8,52,21.7,3.6,180,272,586,454.9418875
20170616,13.58,9.35,41.59,33.9,46,20.6,4.6,240,265,478,480.278675
20170616,13.69,8.84,41.8425,33.9,47,21.1,4.1,230,339,503,467.723125
20170616,13.55,9.2,42.935,33.9,51,22.2,5.7,230,189,590,498.1960625
20170616,13.44,10.42,43.1375,32.2,52,21.1,6.7,250,293,512,583.6393375
20170616,11.91,9.56,43.7275,31.7,54,21.1,6.2,240,230,318,629.94395
20170616,9.39,9.68,43.8325,29.4,65,22.2,4.1,220,145,47,542.6673375
20170616,6.47,7.55,43.855,28.9,70,22.8,3.6,220,38,0,372.4246875
20170616,2.89,0.36,43.69,23.3,82,20,6.2,310,4,0,48.3550375
20170616,0.78,0.35,45.1,21.7,93,20.6,3.6,340,0,0,4.201875
20170616,0.79,0.36,44.3675,21.7,96,21.1,1.5,160,0,0,24.7784875
20170616,1.42,0.35,44.1825,21.1,100,21.1,3.1,200,0,0,2.9629375
20170616,0.78,0.35,44.265,21.7,96,21.1,3.1,170,0,0,29.9897625
20170617,1.05,0.35,44.315,21.7,96,21.1,2.6,110,0,0,20.8464
20170617,1.97,0.35,44.3925,21.7,93,20.6,0,0,0,0,3.0636
20170617,0.79,0.35,44.4675,21.7,96,21.1,2.6,320,0,0,1.297325
20170617,0.78,0.34,44.3725,21.7,96,21.1,2.6,270,0,0,32.13625
20170617,1.08,0.35,44.28,21.7,96,21.1,2.6,250,0,0,2.5991625
20170617,0.88,0.35,44.345,21.1,97,20.6,1.5,230,30,65,0.32935
20170617,0.78,0.34,44.3575,23.3,87,21.1,0,0,71,397,2.2954
20170617,0.78,0.35,42.935,25.6,76,21.1,2.1,270,172,253,80.086
20170617,0.79,0.34,41.8825,27.8,69,21.7,2.6,240,192,548,0.5255
20170617,1.96,0.34,41.6375,29.4,65,22.2,2.1,270,179,683,11.096325
20170617,0.78,0.35,41.52,31.1,54,20.6,0,0,239,659,39.7953
20170617,0.79,0.36,41.645,31.1,55,21.1,1.5,40,366,490,27.06165
20170617,2.74,0.35,41.65,32.2,52,21.1,3.6,240,301,506,57.129
20170617,1.17,0.34,41.795,32.2,52,21.1,0,0,303,518,32.6295125
20170617,0.98,0.36,41.71,33.3,43,18.9,4.1,310,249,480,12.0621375
20170617,1.35,0.35,42.07,30,63,22.2,4.6,100,378,351,42.839125
20170617,0.79,0.35,41.46,22.8,90,21.1,9.3,140,234,85,0.1378125
20170617,1.32,0.37,41.125,23.9,82,20.6,5.2,150,117,65,534.167625
20170617,0.92,2.29,41.6525,22.2,91,20.6,3.1,210,50,0,108.5610125
20170617,0.79,1.09,41.8475,23.3,85,20.6,0,0,6,1,60.000225
20170617,0.78,0.35,41.6625,21.7,96,21.1,2.1,200,0,0,0.1922
20170617,2.36,0.35,41.64,23.3,91,21.7,4.1,300,0,0,54.9270625
20170617,0.79,0.36,41.6525,22.8,94,21.7,2.6,190,0,0,13.30245
20170617,1.1,0.34,41.4375,22.8,94,21.7,1.5,80,0,0,72.8883625
20170618,0.98,0.35,41.415,22.2,97,21.7,2.1,110,0,0,32.744775
20170618,1.83,0.35,41.22,22.2,97,21.7,1.5,250,0,0,23.5812
20170618,0.79,0.35,41.2425,22.2,97,21.7,2.6,170,0,0,25.604675
20170618,0.78,0.35,41.425,21.7,100,21.7,2.1,140,0,0,42.668475
20170618,1.16,0.35,41.535,21.1,100,21.1,2.1,180,0,0,3.3966
20170618,0.78,0.35,41.6425,21.7,96,21.1,0,0,37,17,9.05175
20170618,0.79,0.34,41.56,22.8,90,21.1,1.5,210,122,83,22.3874875
20170618,0.78,0.35,41.5425,23.3,97,22.8,0,0,130,154,53.0467
20170618,1.17,0.34,41.605,26.7,71,21.1,2.1,270,266,237,47.3869
20170618,1.55,0.35,41.495,27.8,69,21.7,2.1,300,320,466,9.24915
20170618,0.78,0.34,41.47,26.1,77,21.7,3.1,250,264,0,0
20170618,0.78,0.35,41.5125,26.1,82,22.8,1.5,220,285,0,2.227875
20170618,0.79,1.11,41.525,26.7,79,22.8,2.1,250,362,0,424.336525
20170618,2.63,2.2,41.4975,27.8,72,22.2,0,0,292,405,164.6013
20170618,0.93,1.85,41.8425,29.4,65,22.2,2.1,130,241,460,68.8064
20170618,0.93,2,41.9925,31.1,57,21.7,3.1,160,265,576,94.651325
20170618,2.95,2.2,42.38,30.6,59,21.7,3.1,120,230,370,147.7848875
20170618,0.78,0.98,42.145,27.8,72,22.2,3.1,70,178,145,62.7482625
20170618,0.96,0.97,42.0225,26.7,76,22.2,2.6,70,68,47,219.7390125
20170618,1.96,1.64,41.63,25.6,82,22.2,2.1,30,6,1,103.0806875
20170618,0.78,0.45,42.0525,24.4,88,22.2,4.1,40,0,0,39.4865625
20170618,0.59,0.36,42.1225,23.9,88,21.7,4.6,110,0,0,29.42625
20170618,0.98,0.35,41.8775,23.3,94,22.2,2.1,120,0,0,2.0313375
20170618,1.21,0.36,41.79,23.3,94,22.2,1.5,30,0,0,73.502225
20170619,1.94,0.35,41.6325,22.8,96,22.2,1.5,140,0,0,48.564
20170619,0.8,0.34,41.3925,22.8,96,22.2,2.6,30,0,0,32.2506
20170619,0.97,0.35,41.35,22.2,100,22.2,1.5,60,0,0,15.7548
20170619,0.78,0.35,41.175,22.2,97,21.7,1.5,80,0,0,46.622925
20170619,1.84,0.91,41.355,21.7,100,21.7,2.6,120,0,0,96.5311375
20170619,1.7,7.58,41.16,22.2,100,22.2,2.6,110,16,0,409.4874375
20170619,7.72,13.22,41.2875,22.2,100,22.2,2.6,100,46,0,651.1922
20170619,12.18,10.92,41.7525,22.8,96,22.2,2.1,70,78,0,540.4712125
20170619,13.61,14.25,42.4625,23.9,94,22.8,2.6,120,120,0,551.2251875
20170619,14.47,10.79,42.6225,24.4,94,23.3,1.5,90,187,0,524.6936
20170619,14.57,10.66,41.885,25.6,85,22.8,1.5,40,219,0,478.0482125
20170619,15.06,11.22,41.585,27.2,74,22.2,2.1,100,469,14,504.69295
20170619,14.27,10.58,41.49,26.7,79,22.8,3.1,20,373,364,471.5526875
20170619,14.28,11.03,41.46,27.8,77,23.3,4.1,20,635,78,492.6962125
20170619,14.41,11.81,41.5125,27.2,77,22.8,6.2,360,227,48,527.1705625
20170619,14.48,12.82,41.455,26.7,76,22.2,5.7,360,243,200,538.316425
20170619,13.56,12.12,41.455,25,84,22.2,5.2,50,121,0,494.3360375
20170619,11.21,13.06,41.42,22.8,90,21.1,6.2,130,87,0,422.11815
20170619,7.74,9.92,41.5175,21.7,96,21.1,4.1,100,48,0,364.7887
20170619,3.45,0.35,41.76,21.7,100,21.7,3.1,120,6,0,27.83825
20170619,0.89,0.35,41.8175,21.7,100,21.7,2.6,130,0,0,29.556375
20170619,1.73,0.36,41.8325,21.7,100,21.7,2.6,110,0,0,51.55475
20170619,1.19,0.35,42.0825,21.7,100,21.7,2.1,70,0,0,62.1961875
20170619,0.95,0.35,41.7525,22.2,97,21.7,1.5,30,0,0,1.39815
20170620,0.83,0.35,41.86,22.2,97,21.7,1.5,70,0,0,11.649375
20170620,2.17,0.35,41.8,22.2,93,21.1,2.1,90,0,0,47.660425
20170620,0.73,0.36,41.5725,22.2,97,21.7,1.5,60,0,0,0
20170620,0.74,0.35,41.575,21.7,100,21.7,2.1,60,0,0,21.183
20170620,0.74,0.74,41.5925,22.2,97,21.7,1.5,60,0,0,67.0467375
20170620,4.71,6.48,41.45,22.2,97,21.7,2.1,60,15,0,411.8033125
20170620,7.86,10.02,41.3875,22.8,96,22.2,2.6,70,40,0,418.39205
20170620,12.52,11.79,41.3125,22.8,96,22.2,3.1,40,94,0,357.2163
20170620,14.4,12.36,41.265,24.4,88,22.2,2.6,60,145,0,422.742275
20170620,14.37,13.55,41.385,23.9,94,22.8,2.1,80,224,0,426.3396
20170620,15.07,15.59,41.3975,23.9,94,22.8,2.6,90,262,0,474.0358375
20170620,14.8,10.28,41.6025,27.2,77,22.8,2.1,130,527,152,451.7241625
20170620,14.88,9.77,41.6425,26.1,77,21.7,2.1,100,288,0,492.5837625
20170620,15.25,9.25,41.53,27.8,69,21.7,1.5,100,276,0,513.746375
20170620,15.19,9.79,41.495,25.6,82,22.2,4.1,20,247,0,490.4442625
20170620,14.27,10.32,41.5,26.7,74,21.7,2.1,330,203,0,479.0939
20170620,13.61,9.58,41.3975,27.2,74,22.2,1.5,30,195,38,437.2107
20170620,11.23,13.93,41.4475,25,84,22.2,2.6,40,152,254,371.79515
20170620,9.26,7.62,41.5325,24.4,85,21.7,1.5,80,85,43,290.63795
20170620,3.53,0.35,41.6275,23.9,88,21.7,2.1,60,7,5,38.501925
20170620,0.99,0.35,41.4,23.3,91,21.7,2.1,90,0,0,33.4553625
20170620,0.79,0.36,41.6575,23.3,94,22.2,2.1,110,0,0,47.3774125
20170620,0.79,0.36,41.47,23.3,94,22.2,0,0,0,0,34.3482
20170620,0.79,0.35,41.58,22.8,96,22.2,0,0,0,0,63.1222625
20170621,0.78,0.36,41.6,22.8,96,22.2,0,0,0,0,0.4411125
20170621,2.14,0.35,41.6275,21.7,93,20.6,0,0,0,0,48.558675
20170621,0.78,0.35,41.6275,22.2,97,21.7,2.1,20,0,0,0
20170621,0.79,0.35,41.735,22.2,97,21.7,0,0,0,0,12.910625
20170621,0.78,0.74,41.7,22.2,97,21.7,0,0,0,0,43.4772125
20170621,2.25,5.13,41.34,22.2,100,22.2,0,0,20,0,278.3032125
20170621,8.16,9.89,41.2675,23.3,97,22.8,1.5,40,95,29,309.7633625
20170621,13.02,12.05,41.47,26.1,82,22.8,2.1,150,100,582,317.6636625
20170621,14.29,11.27,41.4975,27.2,74,22.2,1.5,60,193,418,354.782625
20170621,15.12,11.86,41.4375,28.3,65,21.1,2.1,130,341,256,353.999725
20170621,15.63,14.1,41.335,28.9,65,21.7,1.5,120,327,374,470.5475125
20170621,15.26,12.94,41.2975,28.9,65,21.7,2.1,120,329,600,430.8356125
20170621,15.04,8.78,41.37,29.4,63,21.7,3.6,30,264,614,481.915
20170621,14.98,8.17,41.4425,31.1,54,20.6,2.1,60,423,185,480.6259375
20170621,14.88,9.01,41.4325,30,55,20,2.1,110,450,158,612.330725
20170621,15.49,9.62,41.525,25.6,82,22.2,5.2,190,207,0,551.853025
20170621,14.73,9.76,41.6025,27.8,77,23.3,3.1,160,302,82,524.5111875
20170621,12.92,12.89,41.63,26.7,79,22.8,2.6,150,177,60,447.8495125
20170621,8.64,9.12,41.5325,25,90,23.3,2.1,130,75,36,325.8360125
20170621,3.45,0.35,41.6425,25,90,23.3,0,0,5,0,28.061775
20170621,1.41,0.35,41.715,24.4,94,23.3,2.1,140,0,0,2.0769
20170621,0.79,0.35,41.685,24.4,94,23.3,1.5,200,0,0,28.5637
20170621,0.79,0.36,41.5525,23.9,96,23.3,1.5,30,0,0,29.253975
20170621,0.79,0.35,41.4725,23.3,97,22.8,0,0,0,0,28.6209
20170622,1.34,0.36,41.0175,23.9,96,23.3,2.1,120,0,0,65.2303
20170622,1.66,0.35,41.3525,23.3,87,21.1,2.1,130,0,0,35.3814
20170622,0.79,0.35,41.5875,22.8,100,22.8,0,0,0,0,0.42465
20170622,0.79,0.35,41.5925,22.8,96,22.2,2.1,160,0,0,49.56335
20170622,1.17,0.72,41.5575,22.8,100,22.8,2.1,200,0,0,32.161275
20170622,1.87,5.26,41.34,22.8,100,22.8,3.6,230,14,0,298.642175
20170622,9.01,8.33,41.2425,23.3,97,22.8,3.1,240,40,0,389.54755
20170622,13.22,9.69,41.335,24.4,91,22.8,4.1,260,302,46,327.9601875
20170622,14.9,7.99,41.415,26.1,82,22.8,2.6,230,258,188,407.728275
20170622,15.3,11,41.5225,27.8,77,23.3,4.1,270,328,501,439.0855125
20170622,15.37,9.29,41.6175,28.9,70,22.8,1.5,250,315,446,468.7091375
20170622,14.97,11.96,41.855,30,63,22.2,3.6,290,272,659,493.6692375
20170622,14.7,9.77,42.7,30.6,61,22.2,4.6,250,267,599,478.683075
20170622,15.5,10.63,43.72,31.7,54,21.1,5.2,230,328,468,452.0745375
20170622,15,10.87,43.95,31.1,55,21.1,6.2,220,236,757,492.98595
20170622,14.96,10.48,43.7775,32.2,50,20.6,5.2,260,219,532,460.7987125
20170622,14.3,11.61,43.76,31.7,54,21.1,5.7,250,169,514,352.219475
20170622,12.63,7.39,43.725,30,57,20.6,4.1,240,92,117,308.97965
20170622,8.69,8.62,43.96,24.4,82,21.1,3.1,230,86,11,190.712425
20170622,4.04,0.36,43.5175,23.9,84,21.1,2.1,340,8,3,22.3686
20170622,0.98,0.35,44.5125,24.4,79,20.6,3.1,280,0,0,38.9066875
20170622,1.38,0.36,44.1625,22.8,87,20.6,2.6,230,0,0,51.407575
20170622,0.9,0.36,44.2675,23.3,87,21.1,1.5,60,0,0,45.3835
20170622,0.89,0.35,44.3025,21.7,93,20.6,2.1,170,0,0,41.5184625
20170623,1.43,0.35,44.41,22.2,93,21.1,1.5,210,0,0,23.86845
20170623,1.4,0.35,44.4,21.7,84,18.9,2.1,220,0,0,12.3291
20170623,0.9,0.36,44.375,21.7,96,21.1,0,0,0,0,28.66895
20170623,0.89,0.35,44.3375,21.7,96,21.1,0,0,0,0,30.3494625
20170623,1.44,0.67,44.2,21.7,96,21.1,2.1,360,0,0,74.293425
20170623,1.9,3.78,43.415,21.7,100,21.7,2.1,50,14,0,257.307325
20170623,6.07,7.37,42.5025,22.2,97,21.7,2.1,30,38,0,285.08645
20170623,12.6,8.69,42.47,23.3,91,21.7,2.1,360,80,0,227.4402375
20170623,13.92,5.06,42.495,23.3,87,21.1,2.6,30,145,0,307.1142125
20170623,13.6,9.2,42.5775,25.6,79,21.7,3.1,340,224,0,356.77795
20170623,14.04,6.77,42.595,27.8,69,21.7,4.1,360,198,255,314.1216
20170623,13.4,11.67,43.38,28.9,61,20.6,3.6,330,365,127,326.9253875
20170623,12.87,8.35,41.9725,26.1,69,20,10.3,10,288,0,400.3485875
20170623,13.14,8.35,41.75,22.8,87,20.6,6.2,10,276,0,366.7264375
20170623,13.36,8.91,41.8225,22.2,82,18.9,6.7,10,248,0,437.947375
20170623,13.24,10.23,41.8275,21.7,79,17.8,6.7,10,204,0,494.9531875
20170623,11.89,10.49,41.6325,21.1,81,17.8,6.7,30,149,0,464.934225
20170623,6.82,9.7,41.59,20.6,81,17.2,5.7,40,88,0,419.595625
20170623,9.75,8.04,41.435,20,84,17.2,5.2,40,41,0,314.2751875
