date,lights [kW],mech [kW],CHWSupplyTemp [F],OAT [C],RH [%],Dewpoint,wind_speed,wind_direction,Diffsolar [W/m2],Dirsolar [W/m2],CHWCoolingEnergy [kW]
20170722,2.59,0.36,43.14,26.1,79,22.2,3.6,240,0,0,46.9419
20170722,1.19,0.35,43.13,25.6,85,22.8,4.6,240,0,0,41.7746625
20170722,0.85,0.35,43.0825,25,88,22.8,3.6,240,0,0,40.0242125
20170722,0.96,0.36,43.0875,24.4,91,22.8,3.6,230,0,0,50.4228
20170722,0.84,0.35,43.08,24.4,91,22.8,3.1,240,5,68,38.30645
20170722,0.84,0.35,43.01,26.1,85,23.3,4.1,250,98,211,0.0634375
20170722,0.84,0.35,43.045,28.3,77,23.9,3.6,250,151,407,30.7116
20170722,1.33,0.34,43.09,30.6,68,23.9,5.7,240,176,545,44.9122
20170722,1.79,0.36,43.1025,32.8,61,24.4,3.6,250,161,691,18.83145
20170722,1.27,0.93,43.045,33.9,54,23.3,3.1,250,165,748,31.564725
20170722,0.84,0.89,43.025,35.6,49,23.3,5.7,240,204,740,27.1770625
20170722,0.86,2.09,42.975,36.1,48,23.3,5.7,270,311,612,156.0081625
20170722,1.75,2.17,43.0075,36.7,42,21.7,6.7,230,373,329,217.3728875
20170722,0.95,2.18,42.9425,36.7,42,21.7,5.7,260,312,459,139.5417625
20170722,0.89,2.17,42.9,36.7,42,21.7,5.2,240,314,83,141.7740625
20170722,0.9,2.18,42.97,32.2,54,21.7,7.2,210,93,0,115.8956375
20170722,0.74,2.17,42.96,33.3,51,21.7,6.2,220,87,0,126.5686
20170722,2.67,2.18,43.5875,31.1,54,20.6,5.7,230,59,63,156.31955
20170722,0.76,2.18,43.0425,28.9,63,21.1,5.2,30,0,0,156.215625
20170722,0.86,0.89,42.8225,26.1,74,21.1,3.1,20,0,0,32.9726
20170722,0.73,0.35,42.91,22.8,96,22.2,0,0,0,0,53.08215
20170722,0.73,0.35,43.015,23.9,96,23.3,0,0,0,0,31.09485
20170722,0.85,0.55,43.0125,23.3,97,22.8,0,0,0,0,61.7526625
20170723,1.68,1.63,42.8525,23.9,94,22.8,0,0,0,0,125.130375
20170723,2.47,0.51,43.005,23.3,97,22.8,0,0,0,0,27.8632125
20170723,4.41,0.57,43.0125,22.8,96,22.2,2.1,230,0,0,38.9176625
20170723,2.05,0.91,42.8875,23.3,94,22.2,1.5,250,0,0,81.313025
20170723,1.99,0.59,42.9675,22.8,94,21.7,3.1,230,0,0,19.9271125
20170723,0.73,1.59,42.93,23.3,94,22.2,4.1,230,5,69,107.4783625
20170723,0.74,0.35,43.0625,25,88,22.8,3.6,240,98,218,15.009425
20170723,0.73,0.35,43.02,27.2,77,22.8,4.6,250,149,413,0.0528125
20170723,1.18,1.46,42.9275,29.4,68,22.8,6.2,240,223,404,211.2103875
20170723,2,2.16,42.9275,31.1,61,22.8,6.2,250,287,418,161.0090125
20170723,0.89,1.52,43.695,33.3,56,23.3,4.1,250,306,453,51.3377625
20170723,0.73,1.15,43.2775,33.9,52,22.8,6.7,240,320,469,240.6827125
20170723,0.81,2.17,42.9725,35,49,22.8,5.2,250,318,480,103.487025
20170723,1.61,2.17,43.08,35,46,21.7,8.8,220,327,455,136.8586625
20170723,0.77,2.17,43.145,35.6,45,21.7,7.2,250,385,155,113.91905
20170723,0.74,2.18,43.1575,35.6,45,21.7,4.6,250,325,154,115.22385
20170723,0.73,2.17,43.1125,34.4,48,21.7,6.7,240,212,365,256.9955375
20170723,2.02,2.17,43.0175,27.8,67,21.1,3.1,340,124,350,118.6366375
20170723,0.77,1.17,42.97,26.7,74,21.7,0,0,57,210,68.358975
20170723,0.73,0.35,42.8575,26.1,77,21.7,0,0,0,0,0.2288
20170723,1.8,0.34,43.075,27.2,72,21.7,0,0,0,0,1.1229625
20170723,0.94,0.34,43.3525,25,84,22.2,2.6,240,0,0,51.0487625
20170723,1.54,0.35,43.1,24.4,88,22.2,2.6,240,0,0,43.3464375
20170723,0.73,0.51,43.0875,25,84,22.2,2.6,240,0,0,32.1880375
20170724,0.79,1.48,43.065,24.4,88,22.2,1.5,240,0,0,77.16305
20170724,1.69,1.51,42.8725,23.9,90,22.2,3.1,230,0,0,91.25975
20170724,1.2,0.66,43.0925,23.9,90,22.2,2.1,250,0,0,49.644375
20170724,0.73,0.35,43.1125,23.3,94,22.2,0,0,0,0,44.80825
20170724,2.24,1.95,43.105,23.3,94,22.2,1.5,270,0,0,175.8678375
20170724,2.77,9.49,43.065,23.3,94,22.2,0,0,5,62,649.5892875
20170724,9.17,13.87,43.02,25,84,22.2,0,0,102,205,726.5043375
20170724,12.87,11.89,43.085,27.2,72,21.7,1.5,10,152,376,623.054125
20170724,13.83,16.38,42.99,27.8,67,21.1,2.1,340,265,282,653.25155
20170724,14.46,13.42,43.035,29.4,59,20.6,1.5,60,187,643,673.926875
20170724,14.86,13.69,43.6975,30.6,50,18.9,2.1,140,206,682,726.63325
20170724,14.43,13.48,43.525,32.8,44,18.9,2.6,100,261,668,683.346075
20170724,14.59,11.73,43.3275,32.8,44,18.9,2.6,70,302,522,695.9272125
20170724,14.69,11.88,43.2925,33.3,44,19.4,2.1,30,398,150,690.2358
20170724,14.61,11.8,43.3575,32.8,45,19.4,2.1,350,364,316,728.65245
20170724,14.44,13.67,43.3525,32.8,45,19.4,1.5,20,290,321,763.987125
20170724,13.45,14.46,43.0125,31.7,48,19.4,4.1,40,225,253,763.6050125
20170724,10.96,13.85,43.415,27.2,69,21.1,3.6,330,102,0,722.9715
20170724,6.25,7.81,43.4275,24.4,88,22.2,2.6,80,32,0,352.7441875
20170724,2.62,0.35,43.3325,23.9,94,22.8,0,0,0,0,36.2641875
20170724,0.78,0.36,43.59,25,84,22.2,0,0,0,0,58.5853375
20170724,0.89,0.35,43.4525,25,84,22.2,1.5,170,0,0,0.104125
20170724,0.78,0.35,43.8475,24.4,91,22.8,2.1,170,0,0,59.5772375
20170724,0.79,0.36,43.345,23.9,94,22.8,2.6,130,0,0,5.2577
20170725,2.16,0.35,43.4025,23.3,97,22.8,0,0,0,0,11.443025
20170725,0.78,0.36,43.285,23.3,97,22.8,0,0,0,0,44.22405
20170725,0.79,0.35,43.3425,23.3,97,22.8,0,0,0,0,44.5095875
20170725,0.78,0.35,43.5425,23,100,23,1.5,250,0,0,2.0033
20170725,1.6,2.03,43.3375,23.3,97,22.8,0,0,0,0,153.7827
20170725,5.83,9.32,43.365,23,100,23,0,0,4,0,607.9566125
20170725,10.64,13.01,43.375,23.9,94,22.8,0,0,88,0,708.042925
20170725,13.63,12.38,43.3775,25.6,87,23.3,3.1,60,173,25,612.3264375
20170725,14.92,12.09,44.625,26.7,82,23.3,3.6,70,252,31,597.401725
20170725,14.66,12.14,44.4575,27.8,74,22.8,2.6,110,331,285,579.6162
20170725,15.42,12.21,43.1525,28.9,70,22.8,5.7,90,394,211,584.3474
20170725,15.13,10.87,43.36,29.4,68,22.8,4.1,110,467,138,612.577675
20170725,15.55,11.14,43.675,31.1,59,22.2,4.6,130,475,168,626.5617
20170725,15.38,12.19,43.4275,23.9,90,22.2,5.7,20,395,186,636.0455125
20170725,15.15,12.57,43.275,25.6,87,23.3,2.6,60,157,6,647.0921375
20170725,14.72,12.75,43.275,28.3,77,23.9,2.6,50,257,36,640.0276
20170725,14.23,12.51,43.5025,26.7,85,23.9,2.1,70,93,0,652.1559125
20170725,12.24,11.98,42.9875,26.1,90,24.4,0,0,107,0,593.9474125
20170725,6.38,6.12,43.055,26.1,88,23.9,2.1,70,54,37,305.7410125
20170725,2.14,0.36,43.1875,25.6,90,23.9,2.6,80,0,0,0.1715
20170725,1.86,0.35,43.3275,25,94,23.9,1.5,40,0,0,52.218125
20170725,1.11,0.36,43.17,25,94,23.9,2.1,360,0,0,43.67875
20170725,1.1,0.35,44.17,24.4,94,23.3,3.1,30,0,0,93.1555125
20170725,1.11,0.35,43.2875,24.4,94,23.3,2.1,40,0,0,33.5832875
20170726,0.88,0.36,43.55,24.4,94,23.3,2.1,360,0,0,27.6542
20170726,3.24,0.35,43.275,23.9,96,23.3,2.1,10,0,0,29.0594125
20170726,1.1,0.35,43.5925,23,100,23,2.6,350,0,0,21.9231625
20170726,1.11,0.36,43.355,22,100,22,2.6,360,0,0,42.4636875
20170726,1.61,2.05,43.145,22,94,21,3.1,10,0,0,137.8857875
20170726,3.49,8.91,43.0225,22.2,97,21.7,4.1,40,2,0,555.824875
20170726,10.55,11.14,43.16,21.7,96,21.1,2.1,30,53,0,523.07715
20170726,13.95,10.12,43.1675,23,94,22,2.6,40,155,19,432.8602875
20170726,15.21,10.85,43.12,23.3,91,21.7,2.6,10,283,220,530.414125
20170726,15.44,11.87,43.0525,25,82,21.7,3.1,30,348,255,476.3965125
20170726,15.7,14.44,43.0125,25.6,76,21.1,2.6,40,395,139,503.2488375
20170726,15.18,10.12,43.2,27.8,67,21.1,3.1,50,386,355,462.813775
20170726,15.66,10.29,43.3225,27.8,65,20.6,1.5,50,393,354,483.1249
20170726,15.23,10.84,43.165,28.3,63,20.6,2.6,50,407,102,505.384575
20170726,15.35,11.08,43.105,28.9,61,20.6,2.6,320,385,107,515.374625
20170726,15.19,11.87,43.155,28.3,63,20.6,2.1,30,343,113,528.7463875
20170726,14.63,10.96,42.965,28.3,63,20.6,1.5,20,246,118,505.0130125
20170726,11.21,9.79,42.9875,28.9,57,19.4,0,0,132,275,421.5434875
20170726,7.36,6.44,43.1475,27.2,67,20.6,2.1,30,56,167,271.6367125
20170726,3.21,0.36,43.245,23.9,88,21.7,4.6,50,0,0,0.1165625
20170726,4.76,0.35,43.645,23.3,85,20.6,4.1,80,0,0,26.7648
20170726,1.39,0.36,43.49,22.8,87,20.6,3.1,110,0,0,49.1810625
20170726,1.38,0.35,43.255,21.7,93,20.6,1.5,60,0,0,16.0138
20170726,1.39,0.35,43.3275,22.8,87,20.6,2.6,110,0,0,32.075925
20170727,2.47,0.36,43.3275,22.2,93,21.1,2.6,120,0,0,3.3761875
20170727,1.58,0.36,43.34,22.2,93,21.1,2.6,140,0,0,22.6009375
20170727,1.61,0.35,43.4075,22.2,93,21.1,1.5,140,0,0,12.35465
20170727,1.68,0.35,43.4475,22.2,93,21.1,2.1,160,0,0,25.370575
20170727,1.76,1.89,43.2225,22.2,93,21.1,1.5,70,0,0,150.14205
20170727,6.32,9.4,43.145,22.2,93,21.1,1.5,80,3,32,506.884175
20170727,11.37,10.96,43.07,22.8,90,21.1,2.6,100,98,117,475.030875
20170727,13.98,10.24,43.335,23.3,85,20.6,3.1,110,146,6,460.168125
20170727,15.88,9.08,43.155,23.9,82,20.6,3.6,150,224,12,532.5801875
20170727,16.1,9.25,43.2425,24.4,79,20.6,4.1,140,216,0,525.2829
20170727,15.97,9.82,43.34,25,79,21.1,3.6,110,267,0,488.1903125
20170727,15.16,12.98,43.1075,26.1,74,21.1,5.2,140,294,18,557.541075
20170727,15.01,9.51,43.105,24.4,85,21.7,3.1,150,168,0,589.8365
20170727,14.71,10.09,43.205,25,84,22.2,3.1,130,254,6,631.658
20170727,14.53,10.94,43.3325,25,79,21.1,3.1,140,185,0,656.648
20170727,14.47,10.85,43.32,24.4,82,21.1,3.1,150,136,0,650.3128625
20170727,13.53,9.98,43.39,24.4,79,20.6,2.6,110,87,0,542.2523625
20170727,10.62,9.64,43.25,24.4,82,21.1,2.6,120,66,0,462.723125
20170727,4.76,5.76,43.0375,23.9,84,21.1,2.6,120,16,0,251.4313
20170727,1.98,0.36,43.4575,23.3,94,22.2,0,0,0,0,34.7364375
20170727,0.85,0.35,44.37,22.8,96,22.2,1.5,90,0,0,78.604325
20170727,0.78,0.35,43.5075,22.8,94,21.7,0,0,0,0,31.465775
20170727,0.79,0.36,42.9725,22.2,97,21.7,2.6,160,0,0,44.8518
20170727,0.78,0.35,43.475,22.8,94,21.7,0,0,0,0,24.6361875
20170728,1.42,0.35,43.385,22.2,97,21.7,0,0,0,0,65.5003
20170728,2.17,0.36,43.1775,22,100,22,0,0,0,0,11.8250375
20170728,2.27,0.34,43.3325,21.7,100,21.7,0,0,0,0,3.14795
20170728,0.78,0.35,43.2,21.7,96,21.1,0,0,0,0,0.115
20170728,1.29,1.7,43.13,21.7,96,21.1,0,0,0,0,143.034325
20170728,2.7,7.81,43.01,21.7,100,21.7,2.1,40,2,0,440.2677
20170728,7.63,8.2,43.22,22.2,97,21.7,0,0,62,0,359.491075
20170728,11.25,9.72,43.0725,22.8,94,21.7,1.5,360,177,19,310.157575
20170728,13.07,9.18,42.7975,23.3,91,21.7,0,0,256,24,315.3769375
20170728,13.65,7.14,42.8375,24.4,85,21.7,1.5,340,334,30,374.2554
20170728,13.72,8.13,42.825,25,82,21.7,2.1,320,365,30,411.786925
20170728,12.18,8.61,42.815,26.7,74,21.7,2.1,310,394,211,406.8394375
20170728,9.5,9.01,42.81,27.8,69,21.7,0,0,288,558,435.2611875
20170728,17.24,8.77,42.765,30,63,22.2,0,0,262,592,427.5284
20170728,13.21,9.23,42.8575,29.4,63,21.7,3.1,330,284,483,471.1911375
20170728,12.84,9.25,42.7925,30.6,59,21.7,1.5,300,188,593,444.2105125
20170728,11.16,8.03,42.755,30,57,20.6,1.5,270,181,435,389.7893125
20170728,7.04,11.66,42.785,30,61,21.7,1.5,240,119,355,324.5430625
20170728,3.17,4.57,42.92,27.8,74,22.8,0,0,51,197,137.2065375
20170728,1.67,0.35,42.9,24.4,91,22.8,0,0,0,0,0.898475
20170728,0.74,0.35,42.8525,24.4,91,22.8,1.5,120,0,0,38.2725
20170728,0.73,0.35,42.8575,23.3,94,22.2,0,0,0,0,42.3411125
20170728,0.74,0.36,43.0225,24.4,85,21.7,0,0,0,0,36.7616375
20170728,0.74,0.35,43.0375,24.4,82,21.1,0,0,0,0,27.269775
20170729,1.69,0.35,43.035,22.2,93,21.1,0,0,0,0,7.9529375
20170729,1.22,0.36,43.005,22.8,94,21.7,1.5,210,0,0,42.2257875
20170729,0.73,0.35,43.025,22.8,94,21.7,1.5,240,0,0,47.4658125
20170729,0.74,0.36,43.005,22.8,96,22.2,0,0,0,0,11.48895
20170729,1.25,0.36,43.0625,22.2,97,21.7,0,0,0,0,51.7443
20170729,0.74,0.35,43.0375,22.2,97,21.7,0,0,3,46,39.5026875
20170729,0.73,0.36,43.4775,24.4,91,22.8,0,0,95,180,67.449775
20170729,0.85,0.35,43.3575,26.1,79,22.2,1.5,360,177,88,0.23225
20170729,2.83,0.35,43.38,28.3,65,21.1,2.1,10,230,423,64.3306875
20170729,1.43,0.36,43.1225,30,51,18.9,2.6,10,213,564,8.7609125
20170729,1.13,0.35,43.065,31.1,50,19.4,4.1,20,221,670,0.575575
20170729,1.22,0.35,42.9625,31.1,50,19.4,1.5,10,291,529,31.5759375
20170729,3.13,0.35,43.15,31.1,52,20,0,0,322,486,73.7051375
20170729,1.23,0.74,43.1875,32.2,45,18.9,0,0,255,664,33.9874875
20170729,1.27,0.9,43.075,32.8,47,20,2.6,310,182,716,248.4541375
20170729,1.27,2.12,42.9,33.9,47,21.1,4.6,230,140,694,109.381275
20170729,1.16,2.18,42.93,33.9,44,20,4.1,230,138,564,178.634025
20170729,1.89,1.98,43.035,32.2,50,20.6,3.1,240,112,390,138.4344625
20170729,1.74,0.86,42.9175,30,57,20.6,0,0,51,176,55.492125
20170729,1.25,0.36,43.185,26.7,76,22.2,0,0,0,0,25.4439
20170729,1.13,0.35,43.0975,25.6,82,22.2,0,0,0,0,59.81895
20170729,0.93,0.35,43.14,25,79,21.1,0,0,0,0,27.69165
20170729,0.74,0.36,42.66,26.1,82,22.8,3.1,160,0,0,37.1571625
20170729,0.73,0.35,43.0025,25.6,87,23.3,3.1,190,0,0,0.061
20170730,0.74,0.35,42.96,25.6,87,23.3,2.1,210,0,0,26.2644
20170730,2.21,0.35,43.695,25,90,23.3,2.1,220,0,0,27.125475
20170730,1.13,0.35,43.3275,23.3,97,22.8,0,0,0,0,13.6627125
20170730,0.99,0.35,43.465,22.8,96,22.2,0,0,0,0,1.1858625
20170730,1.25,0.34,44.03,23.9,94,22.8,1.5,280,0,0,40.2164375
20170730,0.73,0.35,44.1025,23.9,96,23.3,2.1,200,2,2,0
20170730,0.73,0.34,43.995,25,94,23.9,2.1,150,89,7,46.3043375
20170730,0.74,0.35,44.115,26.7,90,25,0,0,181,44,24.84875
20170730,1.78,0.34,44.325,27.2,85,24.4,1.5,280,271,55,0.1351875
20170730,1.58,0.35,44.34,28.3,79,24.4,0,0,254,18,33.4145875
20170730,0.73,0.34,44.5025,30.6,68,23.9,3.6,120,344,428,0
20170730,0.74,0.35,44.405,23,94,22,1.5,300,140,0,34.1821875
20170730,2.59,0.34,44.4025,23.9,96,23.3,0,0,144,0,16.545825
20170730,0.73,0.35,44.38,27.8,77,23.3,3.1,150,286,36,37.6843625
20170730,0.92,1.73,44.25,28.9,80,25,4.1,160,293,501,256.2037
20170730,1.79,2.16,44.14,30,77,25.6,4.1,190,216,516,115.8282
20170730,0.84,2.16,44.2475,30.6,70,24.4,3.1,250,189,411,192.7596375
20170730,2.39,2.17,44.2425,30,72,24.4,2.6,240,113,361,168.45305
20170730,0.84,1.87,44.315,28.9,74,23.9,0,0,50,180,111.985025
20170730,0.74,1.64,44.54,27.2,91,25.6,3.1,140,0,0,112.29245
20170730,0.74,0.43,44.5825,27,94,26,3.1,140,0,0,28.4771
20170730,0.73,0.35,44.5675,25.6,85,22.8,2.1,200,0,0,37.2455625
20170730,0.74,0.35,44.3175,25,90,23.3,2.1,180,0,0,45.594425
20170730,0.73,0.36,43.905,25,90,23.3,2.6,220,0,0,0.0641875
20170731,1.71,0.35,43.89,24.4,94,23.3,3.1,220,0,0,59.1338375
20170731,0.74,0.35,44.1175,24.4,94,23.3,3.6,220,0,0,0
20170731,0.74,0.36,44.1575,23.3,97,22.8,2.1,230,0,0,64.6791875
20170731,0.73,0.35,44.31,23.3,97,22.8,1.5,250,0,0,23.20825
20170731,0.74,1.99,44.2225,23.3,100,23.3,1.5,240,0,0,197.3114
20170731,3.99,9.35,44.0625,23.9,94,22.8,2.1,240,2,0,447.174725
20170731,9.14,10.69,44.1325,24.4,94,23.3,1.5,240,73,0,453.5700375
20170731,13.22,11.32,44.0875,25.6,85,22.8,3.1,290,152,13,371.185075
20170731,13.93,12.72,44.1025,27.2,74,22.2,4.1,300,269,282,399.66745
20170731,14.09,11.39,44.14,27.2,72,21.7,2.6,330,344,170,416.4097
20170731,14.15,11.38,44.2675,28.3,72,22.8,2.6,350,359,368,377.6303125
20170731,14.06,13.02,43.9625,27.2,72,21.7,4.6,20,347,66,404.018975
20170731,13.9,10.77,43.9375,27.8,67,21.1,4.6,30,433,156,417.937275
20170731,14.16,11.32,43.9175,27.8,67,21.1,5.7,30,336,353,431.621325
20170731,13.68,10.85,43.945,25.6,71,20,4.6,20,318,42,469.4355625
20170731,13.69,13.2,43.9675,23.9,90,22.2,3.1,40,182,6,515.3231125
20170731,12.72,11.99,43.9575,24.4,79,20.6,4.1,40,165,6,504.2456375
20170731,10.49,11.08,43.8375,24.4,76,20,4.6,40,130,17,463.9436875
20170731,5.58,5.35,43.94,23.9,74,18.9,4.1,60,35,0,232.984225
20170731,1.62,0.35,43.9975,23.3,79,19.4,2.6,60,0,0,29.808075
20170731,0.74,0.36,44.0125,23.3,82,20,2.1,80,0,0,29.603875
20170731,0.73,0.35,44.14,23.2,84,20.4,2.1,50,0,0,53.46425
20170731,0.74,0.35,44.16,23.2,84,20.8,2.1,50,0,0,12.2204625
20170731,0.73,0.36,44.09,23.1,93,21.2,2.1,20,0,0,36.892225
20170801,1.55,0.35,44.1125,23,90,21.6,2.1,200,0,0,21.8766
20170801,2.76,0.36,44.04,22.9,90,22,2.1,230,0,0,21.6315625
20170801,1.52,0.35,44.115,22.9,97,22.4,2.1,200,0,0,31.9498125
20170801,1.19,0.36,44.3975,22.8,100,22.8,2.1,210,0,0,48.0754375
20170801,0.88,1.61,44.3825,22.2,100,22.2,2.1,210,0,0,104.1862125
20170801,6.81,8.2,44.2125,22.2,100,22.2,2.6,230,12,9,452.496225
20170801,11.13,9.54,44.285,23.9,97,23.3,2.1,230,63,197,333.0806625
20170801,13.61,11.91,44.365,25.6,88,23.3,2.1,220,135,343,386.2225625
20170801,14.35,12.06,44.6225,27.8,77,23.3,2.1,250,209,445,415.362225
20170801,15.26,9.69,43.1425,30,72,24.4,1.5,160,261,511,482.2588625
20170801,15.91,8.82,43.54,30.6,68,23.9,2.1,190,261,591,553.302475
20170801,15.45,10.5,43.67,30.6,68,23.9,3.1,220,289,591,559.121475
20170801,14.84,9.22,44.0425,31.7,61,23.3,4.1,190,321,545,409.4891375
20170801,15.66,9.61,44.065,32.8,60,23.9,3.6,180,412,369,402.0235875
20170801,15.75,10.56,44.03,31.7,61,23.3,2.6,210,272,488,428.8529
20170801,15.21,10.47,44.01,32.2,59,23.3,3.6,170,320,318,425.2288375
20170801,14.99,9.8,44.04,32.2,61,23.9,3.1,200,168,404,391.7152
20170801,12.22,9.37,44.0675,30,70,23.9,3.1,200,113,173,370.879325
20170801,6.75,4.88,44.0975,28.9,74,23.9,2.6,180,42,62,161.4998375
20170801,3.15,0.36,43.965,26.7,88,24.4,2.6,170,6,13,23.279725
20170801,1.81,0.35,44.2175,26.1,88,23.9,2.1,180,0,0,24.0282
20170801,1.69,0.36,44.18,25.6,85,22.8,2.6,190,0,0,12.567275
20170801,1.68,0.36,44.1875,25,88,22.8,2.6,200,0,0,21.217875
20170801,1.68,0.35,44.1325,24.4,90,22.8,2.6,160,0,0,38.096275
20170802,2.88,0.36,44.105,24.4,94,23.3,3.1,180,0,0,15.3165625
20170802,2.97,0.36,44.18,24.4,94,23.3,0,0,0,0,26.340125
20170802,2.26,0.34,44.1875,23.3,100,23.3,2.6,240,0,0,23.8675625
20170802,1.68,0.36,44.1675,22.8,100,22.8,0,0,0,0,27.1407625
20170802,2.37,1.39,44.0725,22.8,100,22.8,2.1,200,0,0,97.392175
20170802,4.61,8.01,43.8825,22.8,100,22.8,2.1,180,12,2,462.914
20170802,11.34,8.7,43.8975,23.9,97,23.3,2.1,170,75,90,313.7757
20170802,14.16,10.97,44.0325,26.1,85,23.3,3.1,220,165,282,368.5482
20170802,15.3,8.78,44.0375,27.8,74,22.8,2.6,190,222,433,380.6905125
20170802,15.32,10.17,45.215,28.9,74,23.9,3.6,160,202,615,395.621075
20170802,15.45,8.26,44.56,30,70,23.9,3.1,160,252,618,398.0372125
20170802,14.43,10.17,43.7875,30.6,70,24.4,3.1,170,336,493,406.7664125
20170802,14.34,10.84,43.8725,31.1,68,24.4,3.1,170,369,483,418.113975
20170802,15.29,8.72,43.885,32.2,64,24.4,4.1,210,324,511,438.3213625
20170802,15.27,13.1,44.195,31.7,61,23.3,3.6,170,363,394,455.6570875
20170802,14.61,9.04,44.21,32.2,61,23.9,2.6,230,233,494,450.8475
20170802,13.65,9.93,43.975,32.2,59,23.3,3.1,180,189,419,390.0214125
20170802,9.94,7.97,44.1,30,70,23.9,4.6,90,165,184,342.167775
20170802,7.38,5.15,44.07,27.2,79,23.3,2.6,90,57,151,189.5356375
20170802,2.99,0.35,44.1375,26.7,82,23.3,3.6,110,2,1,35.690025
20170802,1.43,0.35,44.23,26.1,88,23.9,3.6,170,0,0,29.99335
20170802,1.11,0.36,44.04,26.1,85,23.3,2.6,270,0,0,0.2152
20170802,1.11,0.35,44.1675,25,94,23.9,3.1,330,0,0,29.5488
20170802,1.11,0.36,44.285,24.4,85,21.7,4.6,10,0,0,52.2132
20170803,2.77,0.35,44.3875,23.9,90,22.2,1.5,70,0,0,27.382325
20170803,1.27,0.35,44.355,23.3,94,22.2,2.1,310,0,0,24.584675
20170803,1.11,0.36,44.1825,22.8,97,22.2,2.1,340,0,0,46.9610375
20170803,1.1,0.35,44.2025,22.2,100,22.2,2.1,340,0,0,33.551625
20170803,2.94,1.29,44.1175,22.2,100,22.2,4.1,350,0,0,99.44085
20170803,4.31,7.63,44.0275,22.2,100,22.2,3.6,360,9,0,430.0029625
20170803,10.96,7.06,44.0925,22.8,97,22.2,3.1,10,77,53,322.3009
20170803,12.95,11.15,44.12,25.6,85,22.8,1.5,360,162,243,374.1918625
20170803,14.37,11.44,44.005,25,85,22.2,3.1,360,222,76,390.0870375
20170803,14.98,11.71,44.0825,26.1,82,22.8,2.6,330,400,36,415.752325
20170803,14.79,10.24,44.095,27.2,79,23.3,3.1,350,453,172,433.615925
20170803,14.43,9.83,43.8825,27.8,77,23.3,3.1,310,463,281,414.5284375
20170803,13.79,8.22,43.8725,28.9,70,22.8,3.6,280,608,197,455.7221
20170803,15.13,10.56,44.0475,28.9,72,23.3,3.6,310,472,214,476.8657375
20170803,15.22,14.23,44.0225,30,68,23.3,2.6,10,396,370,487.6947
20170803,15,13.53,43.855,30,65,22.8,3.1,360,311,300,467.612275
20170803,13.63,13.95,43.78,29.4,67,22.8,3.1,10,244,104,439.2622375
20170803,11.89,8.76,43.945,29.4,65,22.2,2.6,330,137,226,397.0037625
20170803,8.17,5.68,44.0275,28.3,70,22.2,2.6,360,57,34,198.068325
20170803,2.15,0.35,44.1475,26.1,82,22.8,2.1,40,4,0,21.4816
20170803,1.38,0.36,44.2225,24.4,94,23.3,0,0,0,0,22.77625
20170803,1.11,0.36,44.345,23.9,94,22.8,2.1,50,0,0,67.4343875
20170803,1.11,0.35,44.195,23.3,97,22.8,0,0,0,0,34.689225
20170803,1.11,0.35,44.1675,23.3,97,22.8,0,0,0,0,0.1924
20170804,2.64,0.36,44.21,22.2,100,22.2,1.5,250,0,0,20.3599
20170804,1.11,0.35,44.2675,22.2,97,21.7,1.5,70,0,0,38.6243625
20170804,1.12,0.36,44.28,21.7,100,21.7,1.5,100,0,0,29.0488625
20170804,1.11,0.35,44.2825,21.7,100,21.7,2.6,340,0,0,33.259875
20170804,1.17,1.32,44.2025,21.1,100,21.1,1.5,310,0,0,161.3651125
20170804,2.57,7.01,44.03,21.1,97,20.6,1.5,340,10,0,395.6248375
20170804,8.61,7.64,44.02,22.2,90,20.6,2.6,310,81,33,210.30065
20170804,12.61,9.51,44.0825,23.9,82,20.6,2.1,30,158,277,277.7018875
20170804,13.62,8.53,44.16,26.1,77,21.7,2.6,40,228,422,328.4207375
20170804,13.82,8.92,44.1175,28.3,70,22.2,2.6,80,277,512,301.353775
20170804,14.21,9.4,44.175,28.3,70,22.2,2.6,70,386,373,301.0932875
20170804,14.36,9.41,43.71,29.4,61,21.1,2.6,360,403,300,356.404925
20170804,9.57,10.51,43.455,30,57,20.6,3.6,350,486,186,326.6993375
20170804,16.71,8.91,43.1775,30,59,21.1,3.1,20,364,88,400.9265125
20170804,13.51,8.79,43.335,30.6,48,18.3,4.1,340,370,378,409.5273
20170804,12.88,9.55,43.1975,30.6,52,19.4,4.6,360,308,339,434.4546125
20170804,11.34,9.55,43.0275,30,55,20,4.6,360,226,306,414.1311125
20170804,7.38,10.32,43.0125,28.9,61,20.6,2.6,340,136,225,313.4145625
20170804,5.39,4.25,43.0625,27.8,67,21.1,2.6,360,57,34,168.5923
20170804,3.71,0.36,43.0475,26.1,74,21.1,2.6,10,5,0,37.27225
20170804,1.23,0.35,43.0375,23.9,87,21.7,1.5,30,0,0,59.067825
20170804,1.06,0.35,42.6875,23.3,90,21.7,0,0,0,0,23.638
20170804,2.2,0.36,42.6475,22.2,93,21.1,1.5,320,0,0,11.4762
20170804,1.06,0.35,42.5925,22.2,93,21.1,1.5,120,0,0,36.1971375
20170805,3.8,0.36,42.62,21.1,97,20.6,1.5,130,0,0,48.4051
20170805,1.88,0.35,42.63,21.1,97,20.6,1.5,190,0,0,1.0551375
20170805,1.28,0.36,42.5975,21.1,93,20,1.5,130,0,0,37.7223875
